,nct_id,0,1,2,3,4,5,6,7,8,9,valid_sentiments,mode,lf
1490,NCT00938275,"{'position': 1, 'link': 'https://www.nature.com/articles/s41598-024-55923-8', 'title': 'Emerging roles of SIRT1 activator, SRT2104, in disease treatment', 'source': 'Nature', 'date': 'Mar 6, 2024', 'snippet': 'Silent information regulator 1 (SIRT1) is a NAD+-dependent class III \ndeacetylase that plays important roles in the pathogenesis of numerous...', 'thumbnail': 'https://serpapi.com/searches/67230237544c49553073b9bd/images/fa5f6db99f3cfcf5a3f37d438c7a00b98a8c19a2763a4b49819b6974a121faa6.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8164551258087158}",,,,,,,,,,['neutral'],neutral,1
1491,NCT02460276,"{'position': 1, 'link': 'https://www.onclive.com/view/ibrutinib-plus-lenalidomide-and-rituximab-demonstrates-activity-in-r-r-mcl', 'title': 'Ibrutinib Plus Lenalidomide and Rituximab Demonstrates Activity in R/R MCL', 'source': 'OncLive', 'date': 'Aug 7, 2024', 'snippet': 'The combination of ibrutinib, lenalidomide, and rituximab elicited a high \nresponse rate in patients with relapsed/refractory mantle cell...', 'thumbnail': 'https://serpapi.com/searches/672302995c7cb9ea52f850c4/images/a27606c5448337b39ff88f533fb963c18eb631aa928889ccc96898f074b97b22.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8419263958930969}",,,,,,,,,,['neutral'],neutral,1
1492,NCT02238626,"{'position': 1, 'link': 'https://alsnewstoday.com/news/ibudilast-most-effective-in-people-with-short-history-of-als-analysis-suggests/', 'title': 'Ibudilast Most Effective in People with Short History of ALS, Analysis Suggests', 'source': 'ALS News Today', 'date': 'Dec 13, 2019', 'snippet': 'The experimental therapeutic ibudilast may be most effective for treating \nALS in people who have a shorter history of the disease,...', 'thumbnail': 'https://serpapi.com/searches/672302b3f93388d03dc8a384/images/cb07980c988cc1c46698c66d03b2d2f07a4a21b331c523c10c60520e6a69d98f.jpeg', 'sentiment': 'positive', 'sentiment_prob': 0.6239985823631287}","{'position': 2, 'link': 'https://alsnewstoday.com/news/ibudilast-mn-166-named-orphan-drug-for-amyotrophic-lateral-sclerosis-by-fda/', 'title': 'Ibudilast, Possible ALS Treatment, Named Orphan Drug by FDA', 'source': 'ALS News Today', 'date': 'Oct 18, 2016', 'snippet': ""Read about the FDA granting orphan drug designation to MediciNova's \nIbudilast (MN-166) as a potential treatment for amyotrophic lateral..."", 'thumbnail': 'https://serpapi.com/searches/672302b3f93388d03dc8a384/images/cb07980c988cc1c40d50ec4b631a25cf1881b9d20b1f59e22b8fdd0805918395.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8990402817726135}",,,,,,,,,"['positive', 'neutral']",positive,1
1493,NCT03840148,"{'position': 1, 'link': 'https://www.empr.com/home/news/drugs-in-the-pipeline/cefepime-taniborbactam-gets-priority-review-for-complicated-uti/', 'title': 'Cefepime-Taniborbactam Gets Priority Review for Complicated UTI - MPR', 'source': 'Medical Professionals Reference', 'date': 'Aug 15, 2023', 'snippet': 'The Food and Drug Administration (FDA) has accepted for Priority Review the \nNew Drug Application (NDA) for cefepime-taniborbactam for the treatment of \nadults...', 'thumbnail': 'https://serpapi.com/searches/672302b5eda5f59f5496de98/images/7772a68f51a8f956bdf71d0b720efc2e34415f15746e5faa6723d87420501479.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.9070265889167786}",,,,,,,,,,['neutral'],neutral,1
1494,NCT01300208,"{'position': 1, 'link': 'https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30448-3/fulltext', 'title': 'Adjunctive host-directed therapies for pulmonary tuberculosis: a prospective, open-label, phase 2, randomised controlled trial', 'source': 'The Lancet', 'date': 'Mar 16, 2021', 'snippet': 'Current tuberculosis treatments leave patients with clinically significant \nlung injury and increased all-cause mortality post-cure.', 'thumbnail': 'https://serpapi.com/searches/672302b8c76a2266cd4d47b4/images/7dae0200bd2bc1ee7cb0f86d25bcafa381fa9f37ee03c4253e56a98b28e6d3be.png', 'sentiment': 'negative', 'sentiment_prob': 0.586892306804657}",,,,,,,,,,['negative'],negative,0
1495,NCT04022473,"{'position': 1, 'link': 'https://multiplesclerosisnewstoday.com/news-posts/2020/05/04/fda-approves-bafiertam-banner-life-science-tecfidera-bioequivalent-relapsing-ms/', 'title': 'FDA Approves Bafiertam, Tecfidera Bioequivalent, for Relapsing MS', 'source': 'Multiple Sclerosis News Today', 'date': 'May 5, 2020', 'snippet': ""The US Food and Drug Administration (FDA) has given final approval to \nBanner Life Sciences' Bafiertam (monomethyl fumarate), a bioequivalent \nalternative to..."", 'thumbnail': 'https://serpapi.com/searches/672302fd81262a58f42c155a/images/039d296a082973ca823d84201c9f799a61c3a140d0abda4d61d4902609d3e85f.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8079429864883423}",,,,,,,,,,['neutral'],neutral,1
1496,NCT03568136,"{'position': 1, 'link': 'https://www.nature.com/articles/s41598-023-42595-z', 'title': 'Inhibition of IL-17 ameliorates keratinocyte-borne cytokine responses in an in vitro model for house-dust-mite triggered atopic dermatitis', 'source': 'Nature', 'date': 'Oct 3, 2023', 'snippet': 'This study aimed to investigate the potential of allergen-induced, \nimmune-cell derived IL-17 on the induction of inflammatory processes in \nkeratinocytes.', 'thumbnail': 'https://serpapi.com/searches/6723031b66d9954175f0df8d/images/16f7e6573faaba6663910202cafc70be16b0e1f28ceab88d4e8c7e8a2a92292a.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8545948266983032}",,,,,,,,,,['neutral'],neutral,1
1497,NCT04029116,"{'position': 1, 'link': 'https://www.empr.com/home/news/fda-approves-brexafemme-for-recurrent-vulvovaginal-candidiasis/', 'title': 'FDA Approves Brexafemme for Recurrent Vulvovaginal Candidiasis', 'source': 'Medical Professionals Reference', 'date': 'Dec 1, 2022', 'snippet': 'The Food and Drug Administration (FDA) has approved Brexafemme \n(ibrexafungerp) for the reduction in the incidence of recurrent \nvulvovaginal candidiasis (RVVC).', 'thumbnail': 'https://serpapi.com/searches/6723033723793880add40517/images/f9ceea736377e61c03347cfae7982f27bb881919800d0efc16c1e8325e33022c.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.7310283184051514}",,,,,,,,,,['neutral'],neutral,1
1498,NCT00005007,"{'position': 1, 'link': 'https://ancavasculitisnews.com/news/hematuria-may-predict-renal-relapse-in-anca-patients/', 'title': 'In AAV Patients, Persistent Blood in Urine Seen to Indicate Kidney Relapse in Study', 'source': 'ANCA Vasculitis News', 'date': 'Feb 6, 2018', 'snippet': 'A study, looking at two clinical trials, suggests that urinalysis showing \npersistent blood in the urine (hematuria) can help identify...', 'thumbnail': 'https://serpapi.com/searches/6723039bb5ecbb095a174535/images/d80928584523f66d3dd269d5e3797a43f189cfd60e862be1a3695e6c08f42770.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.9162073135375977}",,,,,,,,,,['neutral'],neutral,1
1499,NCT01170663,"{'position': 1, 'link': 'https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(14)70420-6/abstract', 'title': 'Ramucirumab plus paclitaxel versus placebo plus paclitaxel in patients with previously treated advanced gastric or gastro-oesophageal junction adenocarcinoma (RAINBOW): a double-blind, randomised phase 3 trial', 'source': 'The Lancet', 'date': 'Sep 17, 2014', 'snippet': 'We assessed whether ramucirumab, a monoclonal antibody VEGFR-2 antagonist, \nin combination with paclitaxel would increase overall survival in \npatients...', 'thumbnail': 'https://serpapi.com/searches/672303a4fbde0d1847a3c65f/images/3d57042afe4fb498f70d04cf51af9b208467ff0430ca3ab9de18577c8c1c85ad.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8744474649429321}",,,,,,,,,,['neutral'],neutral,1
1500,NCT01849497,"{'position': 1, 'link': 'https://www.ahajournals.org/doi/10.1161/circulationaha.116.025233', 'title': 'Pooled Safety Analysis of Evolocumab in Over 6000 Patients From Double-Blind and Open-Label Extension Studies', 'source': 'American Heart Association Journals', 'date': 'Mar 1, 2017', 'snippet': 'Background:Evolocumab, a fully human monoclonal antibody to PCSK9 \n(proprotein convertase subtilisin/kexin type 9), markedly reduces...', 'thumbnail': 'https://serpapi.com/searches/672303a4e30abc8601a2cb07/images/3cb16dde566065c4af95e5a6a35f8afdcd2ffff5b0350322fac88804ada3913d.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8608872890472412}",,,,,,,,,,['neutral'],neutral,1
1501,NCT02133573,"{'position': 1, 'link': 'https://www.endocrinologyadvisor.com/news/vaginal-progesterone-during-pregnancy/', 'title': 'Vaginal Progesterone During Pregnancy Could Benefit Neurodevelopment in CHD', 'source': 'Endocrinology Advisor', 'date': 'Jun 18, 2024', 'snippet': 'Vaginal progesterone during pregnancy showed some neurodevelopmental \nbenefits among female infants with congenital heart defects.', 'thumbnail': 'https://serpapi.com/searches/672303dc4e9efcf6a8efae8d/images/e5ba7b6130bcc212052ad80e94f586f48536e14c5dc0149dce28783b9b3d8f9e.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8359719514846802}",,,,,,,,,,['neutral'],neutral,1
1502,NCT04915729,"{'position': 1, 'link': 'https://www.ahajournals.org/doi/full/10.1161/SVIN.124.001363', 'title': 'Tenecteplase Versus Alteplase in Acute Ischemic Stroke in Chinese Patients: Protocol for the ORIGINAL Study', 'source': 'American Heart Association Journals', 'date': 'May 7, 2024', 'snippet': 'BackgroundTenecteplase, a bioengineered variant of alteplase, is a new \nalternative thrombolytic agent. The ORIGINAL study aims to evaluate...', 'thumbnail': 'https://serpapi.com/searches/672303de483e5b863e715ede/images/b426d54b1a6d13a064b22bbcaf260e09d5b150c2b75125407990d3257a46d785.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.9223576188087463}",,,,,,,,,,['neutral'],neutral,1
1503,NCT03219268,"{'position': 1, 'link': 'https://www.nature.com/articles/s41591-023-02593-0', 'title': 'The PD-1- and LAG-3-targeting bispecific molecule tebotelimab in solid tumors and hematologic cancers: a phase 1 trial', 'source': 'Nature', 'date': 'Oct 19, 2023', 'snippet': 'Tebotelimab, a bispecific PD-1×LAG-3 DART molecule that blocks both PD-1 \nand LAG-3, was investigated for clinical safety and activity in a...', 'thumbnail': 'https://serpapi.com/searches/672303e2f3622a724e9c146c/images/277f94a83f3764ee2cf6cecd5865fd1d31860fbcddc22820366fa19d4b83d1b5.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.9052724838256836}",,,,,,,,,,['neutral'],neutral,1
1504,NCT01826201,"{'position': 1, 'link': 'https://lymphomanewstoday.com/2019/08/30/trial-of-cutaneous-t-cell-lymphoma-therapy-wp1220-fully-enrolled/', 'title': 'Trial of Cutaneous T-cell Lymphoma Therapy WP1220 Fully Enrolled', 'source': 'Lymphoma News Today', 'date': 'Aug 30, 2019', 'snippet': 'Read about the completed enrollment in a clinical trial of WP1220, a \ntopical treatment candidate for patients with cutaneous T-cell...', 'thumbnail': 'https://serpapi.com/searches/6723040a15c74058c296703c/images/2bdfca8836019330cd37f5bb32635b53483deaad6896aad11cbde7736b66dade.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.9216471910476685}",,,,,,,,,,['neutral'],neutral,1
1505,NCT05715528,"{'position': 1, 'link': 'https://www.mountsinai.org/clinical-trials/study-of-obeldesivir-in-nonhospitalized-participants-with-covid-19', 'title': 'Study of Obeldesivir in Nonhospitalized Participants With COVID-19', 'source': 'Mount Sinai', 'date': 'Jul 21, 2023', 'snippet': 'The goal of this clinical study is to test if obeldesivir (formerly \nGS-5245) is safe and effective for the treatment of coronavirus disease \n2019 (COVID-19)', 'thumbnail': 'https://serpapi.com/searches/672304dd15c7405910f66883/images/96b39b058265ad4b8df2b4760a454e9ccbf7a73f03b0e5ce9a8ac040e56da32e.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8410796523094177}","{'position': 2, 'link': 'https://journals.asm.org/doi/10.1128/cmr.00119-23', 'title': 'COVID-19 therapeutics', 'source': 'ASM Journals', 'date': 'May 22, 2024', 'snippet': 'In this article, we review the antiviral activity, mechanism of action, \npharmacokinetics, and safety of COVID-19 antiviral therapies.', 'thumbnail': 'https://serpapi.com/searches/672304dd15c7405910f66883/images/96b39b058265ad4bd2908fe557bb42996952fb0294ec1e76198795e1fac61296.png', 'sentiment': 'neutral', 'sentiment_prob': 0.9253212213516235}",,,,,,,,,"['neutral', 'neutral']",neutral,1
1506,NCT00849134,"{'position': 1, 'link': 'https://www.sciencedirect.com/science/article/pii/S0753332223003967', 'title': 'In silico and pharmacological study of N,S-acetal juglone derivatives as inhibitors of the P2X7 receptor-promoted in vitro and in vivo inflammatory response', 'source': 'ScienceDirect.com', 'date': 'Mar 31, 2023', 'snippet': 'P2X7 receptor (P2X7R) is an ATP-gated ion channel involved in several \ninflammatory diseases and neuropathic pain. •. P2X7R activation triggers \nseveral...', 'thumbnail': 'https://serpapi.com/searches/672304f163a8447394d092df/images/7e5576961cca819373d5715d8a7bf6ceb2621dc59c287dc7fb54b6fab530fef6.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8596197366714478}",,,,,,,,,,['neutral'],neutral,1
1507,NCT04586153,"{'position': 1, 'link': 'https://www.nature.com/articles/s41392-023-01323-9', 'title': 'Meplazumab in hospitalized adults with severe COVID-19 (DEFLECT): a multicenter, seamless phase 2/3, randomized, third-party double-blind clinical trial', 'source': 'Nature', 'date': 'Jan 30, 2023', 'snippet': 'Meplazumab, a humanized CD147 antibody, has shown favourable safety and \nefficacy in our previous clinical studies. In DEFLECT (NCT04586153)...', 'thumbnail': 'https://serpapi.com/searches/672304ec7f3719c320ef4d6f/images/e648e26c7a42b96de09fe1302a749fee071b866a43030cd76ea6d1fffee58b57.png', 'sentiment': 'neutral', 'sentiment_prob': 0.5692375302314758}",,,,,,,,,,['neutral'],neutral,1
1508,NCT01702129,"{'position': 1, 'link': 'https://www.nature.com/articles/s41392-023-01536-y', 'title': 'Nanomedicine in cancer therapy - Signal Transduction and Targeted Therapy', 'source': 'Nature', 'date': 'Aug 7, 2023', 'snippet': 'This Review outlines current and prospective strategies in the design of \ntumor tissue-, cell-, and organelle-targeted cancer nanomedicines.', 'thumbnail': 'https://serpapi.com/searches/67230515dda9d966e6c60674/images/345e56d83158c97983d87e923bad33b189793368a7f5046c945219d038b1928b.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.9363467693328857}",,,,,,,,,,['neutral'],neutral,1
1509,NCT02054130,"{'position': 1, 'link': 'https://www.nejm.org/doi/full/10.1056/NEJMoa1704064', 'title': 'Tezepelumab in Adults with Uncontrolled Asthma', 'source': 'The New England Journal of Medicine', 'date': 'Sep 7, 2017', 'snippet': 'In some patients with moderate-to-severe asthma, particularly those with \nnoneosinophilic inflammation, the disease remains uncontrolled.', 'thumbnail': 'https://serpapi.com/searches/6723055229e6fbf3a9ca447c/images/4c18499a8b46d6adbbf2f472bb2c704514916b6990f61374995f913a306a32e0.png', 'sentiment': 'neutral', 'sentiment_prob': 0.7404904365539551}","{'position': 2, 'link': 'https://www.empr.com/home/news/tezspire-approved-as-add-on-maintenance-treatment-for-severe-asthma/', 'title': 'Tezspire Approved as Add-On Maintenance Treatment for Severe Asthma', 'source': 'Medical Professionals Reference', 'date': 'Dec 20, 2021', 'snippet': 'The Food and Drug Administration (FDA) has approved Tezspire™ \n(tezepelumab-ekko) for the add-on maintenance treatment of patients 12 \nyears...', 'thumbnail': 'https://serpapi.com/searches/6723055229e6fbf3a9ca447c/images/4c18499a8b46d6add03e66ecf08860785eeeb83ed39da288360bdc4d4b9053fb.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8576986193656921}",,,,,,,,,"['neutral', 'neutral']",neutral,1
1510,NCT02366143,"{'position': 1, 'link': 'https://www.nature.com/articles/s41467-024-51316-7', 'title': 'Identifying key circulating tumor DNA parameters for predicting clinical outcomes in metastatic non-squamous non-small cell lung cancer after first-line chemoimmunotherapy', 'source': 'Nature', 'date': 'Aug 10, 2024', 'snippet': 'Various ctDNA features predict outcomes in 1 L NSCLC post \nchemoimmunotherapy, with nadir of ctDNA tumor load as a key predictor of \nPFS and OS.', 'thumbnail': 'https://serpapi.com/searches/672305540f1a33107cb1b909/images/a8fdc68e49d9c1e4fc71dc95eff5064ca1efd131fbd050184e97f1d5910a1873.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8839113712310791}",,,,,,,,,,['neutral'],neutral,1
1511,NCT02165826,"{'position': 1, 'link': 'https://copdnewstoday.com/news/copd-therapy-daliresp-dosage-approved-by-fda-for-severe-cases/', 'title': 'COPD Therapy Daliresp Dosage Approved by FDA for Severe Cases', 'source': 'COPD News Today', 'date': 'Jan 29, 2018', 'snippet': ""Read about the FDA's approval of the 250 mcg dose of Daliresp as a \nfist-line therapy in patients with severe COPD."", 'thumbnail': 'https://serpapi.com/searches/67230576d771bd6ae74f94d7/images/e348386212a23ae26c4819144383c380c8c30e7cc808966a90482dd76ed68386.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8375487923622131}",,,,,,,,,,['neutral'],neutral,1
1512,NCT03340064,"{'position': 1, 'link': 'https://www.ucb.com/clinical-studies/Clinical-studies-index/Keppra-levetiracetam', 'title': 'Levetiracetam (Keppra®)', 'source': 'UCB', 'date': 'Aug 1, 2024', 'snippet': 'Epilepsy, A Study of Levetiracetam as Monotherapy or Adjunctive Treatment \nof Partial Seizures in Pediatric Epileptic Subjects Ranging From 1...', 'thumbnail': 'https://serpapi.com/searches/672305b7360f4ea99e345667/images/eaa8ac7a5d5cf9eba98ea674c231e79b72c6ddfbf83d3335c1b31c8c2056f55f.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.9234092831611633}",,,,,,,,,,['neutral'],neutral,1
1513,NCT01527136,"{'position': 1, 'link': 'https://www.nature.com/articles/s41698-023-00364-1', 'title': 'Applications and clinical trial landscape using Toll-like receptor agonists to reduce the toll of cancer', 'source': 'Nature', 'date': 'Mar 8, 2023', 'snippet': 'Toll-like receptors (TLRs), which serve as a bridge between innate and \nadaptive immunity, may be viable treatment targets.', 'thumbnail': 'https://serpapi.com/searches/672305bbc05eb5bb70a054d9/images/d6072cf5bad274b5c87df8b3de79f6c4d5c5b5529593b55b3394d5a45701a287.png', 'sentiment': 'neutral', 'sentiment_prob': 0.743283212184906}",,,,,,,,,,['neutral'],neutral,1
1514,NCT00074581,"{'position': 1, 'link': 'https://www.nejm.org/doi/full/10.1056/NEJMp1107275', 'title': 'Pediatric HIV — A Neglected Disease?', 'source': 'The New England Journal of Medicine', 'date': 'Jan 25, 2017', 'snippet': 'The results of the HIV Prevention Trials Network 052 (ClinicalTrials.gov \nnumber, NCT00074581) study were released this past May, 30 years after the \nfirst...', 'thumbnail': 'https://serpapi.com/searches/672305e4a5e50243b325ae4b/images/51af563af5b8a0f96a8f70e192b5f3d5ae8ee31c2e00a6049482e196ac3a03b8.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8415622711181641}",,,,,,,,,,['neutral'],neutral,1
1515,NCT01694849,"{'position': 1, 'link': 'https://www.nature.com/articles/s41392-022-01119-3', 'title': 'Targeted therapeutics and novel signaling pathways in non-alcohol-associated fatty liver/steatohepatitis (NAFL/NASH)', 'source': 'Nature', 'date': 'Aug 13, 2022', 'snippet': 'In this review, we discussed recent developments in etiology and \nprospective therapeutic targets, as well as pharmacological candidates in \npre/clinical trials...', 'thumbnail': 'https://serpapi.com/searches/6723060554163d58a7b24fa2/images/e7482b9edee247e1abaa39df6d0050e95842906091761f44ae63d06ab58a0415.png', 'sentiment': 'neutral', 'sentiment_prob': 0.9206169247627258}",,,,,,,,,,['neutral'],neutral,1
1516,NCT00990054,"{'position': 1, 'link': 'https://www.frontiersin.org/journals/oncology/articles/10.3389/fonc.2020.01672/full', 'title': 'Targeting CXCR4 in AML and ALL', 'source': 'Frontiers', 'date': 'Jun 30, 2023', 'snippet': 'The interaction of acute myeloid leukemia (AML) and acute lymphoblastic \nleukemia (ALL) blasts with the bone marrow microenvironment regulates \nself-renewal,...', 'thumbnail': 'https://serpapi.com/searches/6723065148c97d623004c04b/images/fa03a4c17b534edcb12cc18583c1913a2bfae2fdc1eee05fd4e18f79144f3869.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8959121108055115}",,,,,,,,,,['neutral'],neutral,1
1517,NCT02542384,"{'position': 1, 'link': 'https://www.nature.com/articles/nrd.2017.161', 'title': 'The evolving intellectual property landscape for pruritus therapies', 'source': 'Nature', 'date': 'Sep 8, 2017', 'snippet': 'Pruritus, or itching, is the unpleasant sensation that causes a desire to \nscratch. Chronic pruritus can be a debilitating manifestation of...', 'thumbnail': 'https://serpapi.com/searches/672306b815c7405910f66aa5/images/84e12545c2bb23610e604521f6ec44d076a3ca7b1221cdd4de5fd38c3e6e9e17.jpeg', 'sentiment': 'negative', 'sentiment_prob': 0.7680660486221313}",,,,,,,,,,['negative'],negative,0
1518,NCT03221257,"{'position': 1, 'link': 'https://sclerodermanews.com/news/phase-2-trial-of-cellcept-plus-esbriet-for-ssc-ild-enrolling-in-us/', 'title': 'Phase 2 Trial of CellCept Plus Esbriet for SSc-ILD Enrolling in US', 'source': 'Scleroderma News', 'date': 'Aug 31, 2020', 'snippet': 'The Scleroderma Lung Study III (SLSIII), a Phase 2 clinical trial of oral \nCellCept (mycophenolate mofetil) alone or in combination with...', 'thumbnail': 'https://serpapi.com/searches/672306c47b05caaa46af2d34/images/8f9cc5487d86b1c5c2a29d3bd7f0dacfd99734bad93dad63e0f9988a51ae2dd1.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.907543420791626}",,,,,,,,,,['neutral'],neutral,1
1519,NCT02656498,"{'position': 1, 'link': 'https://www.nature.com/articles/s41598-021-89797-x', 'title': 'Combination of automated brain volumetry on MRI and quantitative tau deposition on THK-5351 PET to support diagnosis of Alzheimer’s disease', 'source': 'Nature', 'date': 'May 14, 2021', 'snippet': ""Imaging biomarkers support the diagnosis of Alzheimer's disease (AD). We \naimed to determine whether combining automated brain volumetry on..."", 'thumbnail': 'https://serpapi.com/searches/67230735ee46823ed9be00d4/images/0d9f5be1e9b6a5740628bcdba19ab34aabb1bea3a27ce72d776470146f5c83b3.png', 'sentiment': 'neutral', 'sentiment_prob': 0.9096342325210571}",,,,,,,,,,['neutral'],neutral,1
1520,NCT02876835,"{'position': 1, 'link': 'https://www.nejm.org/doi/full/10.1056/NEJMoa2113380', 'title': 'Daprodustat for the Treatment of Anemia in Patients Not Undergoing Dialysis', 'source': 'The New England Journal of Medicine', 'date': 'Nov 5, 2021', 'snippet': 'Daprodustat is an oral hypoxia-inducible factor prolyl hydroxylase \ninhibitor. In patients with chronic kidney disease (CKD) who are not...', 'thumbnail': 'https://serpapi.com/searches/6723073d71b0e875fe4d67d8/images/f829126ba1837eb193766e321c6557c57cbf306c894bbf66e46800c1f48f00fe.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.5780116319656372}",,,,,,,,,,['neutral'],neutral,1
1521,NCT04753606,"{'position': 1, 'link': 'https://www.nature.com/articles/s41591-022-01936-7', 'title': 'Lipid lowering effects of the CETP inhibitor obicetrapib in combination with high-intensity statins: a randomized phase 2 trial', 'source': 'Nature', 'date': 'Aug 11, 2022', 'snippet': 'Global guidelines for the management of high-cardiovascular-risk patients \ninclude aggressive goals for low-density lipoprotein cholesterol...', 'thumbnail': 'https://serpapi.com/searches/672307b6fab273ad73e134ec/images/37d8aaf6ecb022422b2e33114a94f3b80428f262c35aa849f9250964e654ae0b.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8734360337257385}",,,,,,,,,,['neutral'],neutral,1
1522,NCT03533257,"{'position': 1, 'link': 'https://alzheimersnewstoday.com/news/amx0035-improves-core-alzheimers-related-biomarkers-study/', 'title': 'Oral AMX0035 found to improve core Alzheimer’s-related biomarkers', 'source': ""Alzheimer's News Today"", 'date': 'Aug 29, 2024', 'snippet': ""Amylyx Pharmaceuticals' oral therapy candidate AMX0035 improves levels of \nseveral biomarkers associated with Alzheimer's, per a new..."", 'thumbnail': 'https://serpapi.com/searches/672307cf2c566da2e24005a4/images/86a77f6b5f44c98795a6fab2de6508ac182dcf1175d1f0a0344e0befa1380b5b.png', 'sentiment': 'neutral', 'sentiment_prob': 0.5265592336654663}",,,,,,,,,,['neutral'],neutral,1
1523,NCT04060199,"{'position': 1, 'link': 'https://www.prnewswire.com/news-releases/ns-pharma-shares-preliminary-results-of-viltolarsen-ns-065--ncnp-01-phase-3-clinical-trial-racer53-study-302155379.html', 'title': 'NS Pharma Shares Preliminary Results of Viltolarsen (NS-065 / NCNP-01) Phase 3 Clinical Trial (RACER53 Study)', 'source': 'PR Newswire', 'date': 'May 27, 2024', 'snippet': 'It has received preliminary analysis results from the global Phase 3 \nclinical trial (RACER53 study, NCT04060199) of NS-065/NCNP-01 (generic \nname: viltolarsen).', 'thumbnail': 'https://serpapi.com/searches/672307ece9b691ecd065ad02/images/08bfec3beab092ceffd5c000668479333c4c4cfb5e754db4747b84eb8ff07144.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8659732937812805}",,,,,,,,,,['neutral'],neutral,1
1524,NCT00074737,"{'position': 1, 'link': 'https://www.nature.com/articles/s41392-023-01589-z', 'title': 'Recent advances in targeting the “undruggable” proteins: from drug discovery to clinical trials', 'source': 'Nature', 'date': 'Sep 6, 2023', 'snippet': 'In this review, we focus on the recent development of drug discovery \ntargeting “undruggable” proteins and their application in clinic.', 'thumbnail': 'https://serpapi.com/searches/67230867400bd56961859a10/images/72a9acda4ffcbab4bac3539b0a6e60373820573652df20d30cdc1248bae324f2.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8479585647583008}",,,,,,,,,,['neutral'],neutral,1
1525,NCT04247542,"{'position': 1, 'link': 'https://fox4kc.com/business/press-releases/cision/20240926NY15860/acurx-announces-additional-ibezapolstat-ph2b-results-in-cdi-as-well-as-anthrax-b-anthracis-susceptibility-to-acx-375-analogues', 'title': 'Acurx Announces Additional Ibezapolstat Ph2b Results in CDI as well as Anthrax (B. anthracis) Susceptibility to ACX-375 Analogues', 'source': 'FOX4KC.com', 'date': '1 month ago', 'snippet': ""New analyses extend data on beneficial effects of ibezapolstat on the gut \nmicrobiome; Confirmed ibezapolstat's favorable pharmacokinetics..."", 'thumbnail': 'https://serpapi.com/searches/672308a4ec541086449ac2b7/images/126ca864b5d845f822568426821654879ba9e4e55cb5d8008bf0cd935a07daaf.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.6499823331832886}",,,,,,,,,,['neutral'],neutral,1
1526,NCT01722331,"{'position': 1, 'link': 'https://www.dermatologyadvisor.com/cch/il-23-antagonists-in-the-treatment-of-plaque-psoriasis/', 'title': 'IL-23 Antagonists in the Treatment of Plaque Psoriasis', 'source': 'Dermatology Advisor', 'date': 'May 17, 2024', 'snippet': 'Three selective IL-23 inhibitors are currently approved for the treatment \nof plaque psoriasis: guselkumab, risankizumab, and tildrakizumab.', 'thumbnail': 'https://serpapi.com/searches/672308bacf32e07355990aa6/images/1b94f8b2f978e2528a212b19653eb88d326258f7ac3bd3604c8401de2958871d.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.890917956829071}",,,,,,,,,,['neutral'],neutral,1
